Class #,Day,Ride Time,Rider,Horse,Raw Line
DHGEF,Sun,8:31 AM,"Fleming-Kuhn, Kathryn",USEF Developing Horse Grand Prix Test Franzsis HSR,Sun 8:31 AM DHGEF USEF Developing Horse Grand Prix Test Franzsis HSR 1: R & L Arena (B. Rogers at C; A. Billington at B)
